time,type,lastType,playId,lastXPosition,lastYPosition,xPosition,yPosition,possessionId,rushingDistance,verticalDistance,totalDistance,throwerId,recieverId,breakThrow,stallSix,stallHeight,defender,stall,block,throwaway,intercept,drop,score,homeAttackingRight,homeOnOffense,pointId,gameId,accountId,
7790,CAUGHT,THROWN,231,5361,7712,5273,4771,41,-1.144,14.705,14.749,0,0,0,0,0,1371831762,0,0,0,0,0,0,0,0,14,1374366052,442,
7795,CAUGHT,THROWN,232,5273,4771,4902,4428,41,-4.823,1.715,5.119,0,0,0,0,0,1371831849,0,0,0,0,0,0,0,0,14,1374366052,442,
7800,CAUGHT,THROWN,233,4902,4428,5967,6340,41,13.845,9.56,16.825,0,0,0,0,0,1371831912,0,0,0,0,0,0,0,0,14,1374366052,442,
7805,CAUGHT,THROWN,234,5967,6340,6387,7941,41,5.46,8.005,9.69,0,0,0,0,0,1371831981,0,0,0,0,0,0,0,0,14,1374366052,442,
7813,POINT,THROWN,235,6387,7941,8066,8023,41,21.827,0.41,21.831,0,0,0,0,0,1371831762,0,0,0,0,0,1,0,0,14,1374366052,442,
8034,CAUGHT,THROWN,236,2725,6961,3232,4592,42,6.591,11.845,13.555,1371831981,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8039,CAUGHT,THROWN,237,3232,4592,4082,3595,42,11.05,4.985,12.122,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8045,CAUGHT,THROWN,238,4082,3595,4785,2859,42,9.139,3.68,9.852,1371831624,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8145,CAUGHT,THROWN,239,4785,2859,4502,3938,42,-3.679,5.395,6.53,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8146,CAUGHT,THROWN,240,4502,3938,5186,7451,42,8.892,17.565,19.687,1371831624,1371832147,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8153,CAUGHT,THROWN,241,5186,7451,5830,8219,42,8.372,3.84,9.211,1371832147,0,0,0,0,0,0,0,0,1,0,0,1,1,15,1374366052,442,
8160,CAUGHT,THROWN,242,5830,8219,5830,6160,43,0,10.295,10.295,0,0,0,0,0,1371831624,0,0,0,0,0,0,1,0,15,1374366052,442,
8163,BLOCK,THROWN,243,5830,6160,5137,7141,43,9.009,4.905,10.258,0,0,0,0,0,1371832225,0,1,0,0,0,0,1,0,15,1374366052,442,
8179,CAUGHT,THROWN,244,5029,6895,4756,4739,44,-3.549,10.78,11.349,1371831727,1371832147,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8182,CAUGHT,THROWN,245,4756,4739,4971,1650,44,2.795,15.445,15.696,1371832147,1371832026,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8185,CAUGHT,THROWN,246,4971,1650,5537,1340,44,7.358,1.55,7.519,1371832026,1371832059,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8188,CAUGHT,THROWN,247,5537,1340,4990,2876,44,-7.111,7.68,10.467,1371832059,1371832026,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8190,CAUGHT,THROWN,248,4990,2876,4990,5278,44,0,12.01,12.01,1371832026,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8192,CAUGHT,THROWN,249,4990,5278,6025,8056,44,13.455,13.89,19.338,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,15,1374366052,442,
8196,POINT,THROWN,250,6025,8056,7949,8023,44,25.012,0.165,25.013,1371831624,1371832059,0,0,0,0,0,0,0,0,0,1,1,1,15,1374366052,442,
8263,CAUGHT,THROWN,251,4043,3072,3740,4739,45,-3.939,8.335,9.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1374366052,442,
8265,CAUGHT,THROWN,252,3740,4739,4209,6601,45,6.097,9.31,11.129,0,0,0,0,0,1371831624,0,0,0,0,0,0,0,0,16,1374366052,442,
8268,CAUGHT,THROWN,253,4209,6601,4941,3007,45,9.516,17.97,20.334,0,0,0,0,0,1371831912,0,0,0,0,0,0,0,0,16,1374366052,442,
8272,CAUGHT,THROWN,254,4941,3007,5293,1520,45,4.576,7.435,8.73,0,0,0,0,0,1371831762,0,0,0,0,0,0,0,0,16,1374366052,442,
8277,CAUGHT,THROWN,255,5293,1520,5420,2516,45,1.651,4.98,5.247,0,0,0,0,0,1371832103,0,0,0,0,0,0,0,0,16,1374366052,442,
8281,CAUGHT,THROWN,256,5420,2516,5596,1324,45,2.288,5.96,6.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1374366052,442,
8283,CAUGHT,THROWN,257,5596,1324,5371,2990,45,-2.925,8.33,8.829,0,0,0,0,0,1371832103,0,0,0,0,0,0,0,0,16,1374366052,442,
8290,CAUGHT,THROWN,258,5371,2990,6182,2042,45,10.543,4.74,11.56,0,0,0,0,0,1371831912,0,0,0,0,0,0,0,0,16,1374366052,442,
8305,POINT,THROWN,259,6182,2042,7773,1569,45,20.683,2.365,20.818,0,0,0,0,0,1371831624,0,0,0,0,0,1,0,0,16,1374366052,442,
8407,CAUGHT,THROWN,260,3623,4869,4219,1961,46,7.748,14.54,16.476,1371831727,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,17,1374366052,442,
8410,CAUGHT,THROWN,261,4219,1961,3828,4444,46,-5.083,12.415,13.415,1371832190,1371832225,0,0,0,0,0,0,0,0,0,0,1,1,17,1374366052,442,
8414,CAUGHT,THROWN,262,3828,4444,4521,7549,46,9.009,15.525,17.95,1371832225,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,17,1374366052,442,
8421,POINT,THROWN,263,4521,7549,8809,8137,46,55.744,2.94,55.821,1371831727,1371832103,0,0,0,0,0,0,0,0,0,1,1,1,17,1374366052,442,
8468,CAUGHT,THROWN,264,2998,3873,3477,6650,47,6.227,13.885,15.217,0,0,0,0,0,1371832026,0,0,0,0,0,0,0,0,18,1374366052,442,
8483,CAUGHT,THROWN,265,3477,6650,5547,8088,47,26.91,7.19,27.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1374366052,442,
8485,POINT,THROWN,266,5547,8088,8223,8007,47,34.788,0.405,34.79,0,0,0,0,0,1371832190,0,0,0,0,0,1,0,0,18,1374366052,442,
8560,CAUGHT,THROWN,267,5273,4902,5518,6863,48,3.185,9.805,10.309,1371831727,1371832225,0,0,0,0,0,0,0,0,0,0,1,1,19,1374366052,442,
8564,CAUGHT,THROWN,268,5518,6863,5234,4951,48,-3.692,9.56,10.248,1371832225,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,19,1374366052,442,
8569,CAUGHT,THROWN,269,5234,4951,6055,7680,48,10.673,13.645,17.323,1371831727,1371832225,0,0,0,0,0,0,0,0,0,0,1,1,19,1374366052,442,
8572,POINT,THROWN,270,6055,7680,8477,8399,48,31.486,3.595,31.691,1371832225,1371831981,0,0,0,0,0,0,0,0,0,1,1,1,19,1374366052,442,
8657,CAUGHT,THROWN,271,3652,2598,4111,1291,49,5.967,6.535,8.849,0,0,0,0,0,1371831762,0,0,0,0,0,0,0,0,20,1374366052,442,
8660,CAUGHT,THROWN,272,4111,1291,3848,2222,49,-3.419,4.655,5.776,0,0,0,0,0,1371831849,0,0,0,0,0,0,0,0,20,1374366052,442,
8679,CAUGHT,THROWN,273,3848,2222,4141,3399,49,3.809,5.885,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1374366052,442,
8683,CAUGHT,THROWN,274,4141,3399,6064,7059,49,24.999,18.3,30.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1374366052,442,
8689,POINT,THROWN,275,6064,7059,8057,6830,49,25.909,1.145,25.934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1374366052,442,
8780,CAUGHT,THROWN,276,3369,6176,3760,4886,50,5.083,6.45,8.212,1371832190,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8785,CAUGHT,THROWN,277,3760,4886,3730,7141,50,-0.39,11.275,11.282,1371831727,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8789,CAUGHT,THROWN,278,3730,7141,4424,4412,50,9.022,13.645,16.358,1371832190,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8871,CAUGHT,THROWN,279,4424,4412,4883,4020,50,5.967,1.96,6.281,1371831624,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8874,CAUGHT,THROWN,280,4883,4020,5449,7533,50,7.358,17.565,19.044,1371832103,1371831602,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8967,CAUGHT,THROWN,281,5449,7533,5127,3333,50,-4.186,21,21.413,1371831602,1371832059,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8971,CAUGHT,THROWN,282,5127,3333,4932,4052,50,-2.535,3.595,4.399,1371832059,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8973,CAUGHT,THROWN,283,4932,4052,5635,1536,50,9.139,12.58,15.549,1371832190,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
8977,DROP,THROWN,284,5635,1536,6221,1258,50,7.618,1.39,7.744,1371831624,1371831981,0,0,0,0,0,0,0,0,1,0,1,1,21,1374366052,442,
8992,CAUGHT,THROWN,285,6182,1340,5635,1307,51,7.111,0.165,7.113,0,0,0,0,0,1371831727,0,0,0,0,0,0,1,0,21,1374366052,442,
8997,GROUND_CONTACT,THROWN,286,5635,1307,2041,3154,51,46.722,9.235,47.626,0,0,0,0,0,1371831727,0,0,1,0,0,0,1,0,21,1374366052,442,
9020,CAUGHT,THROWN,287,2402,4395,3096,7222,52,9.022,14.135,16.769,1371831727,1371831602,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
9024,CAUGHT,THROWN,288,3096,7222,4658,6503,52,20.306,3.595,20.622,1371831602,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
9028,CAUGHT,THROWN,289,4658,6503,5137,8513,52,6.227,10.05,11.823,1371832103,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
9031,CAUGHT,THROWN,290,5137,8513,4717,6552,52,-5.46,9.805,11.223,1371832190,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
9033,CAUGHT,THROWN,291,4717,6552,5566,7386,52,11.037,4.17,11.798,1371832103,1371831981,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
9043,CAUGHT,THROWN,292,5566,7386,5264,6356,52,-3.926,5.15,6.476,1371831981,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,21,1374366052,442,
9046,POINT,THROWN,293,5264,6356,8398,8415,52,40.742,10.295,42.023,1371832190,1371832103,0,0,0,0,0,0,0,0,0,1,1,1,21,1374366052,442,
9124,CAUGHT,THROWN,294,3516,7157,4795,4690,53,16.627,12.335,20.703,0,0,0,0,0,1371832225,0,0,0,0,0,0,0,0,22,1374366052,442,
9129,CAUGHT,THROWN,295,4795,4690,4951,1667,53,2.028,15.115,15.25,0,0,0,0,0,1371831762,0,0,0,0,0,0,0,0,22,1374366052,442,
9133,CAUGHT,THROWN,296,4951,1667,5137,3644,53,2.418,9.885,10.176,0,0,0,0,0,1371832026,0,0,0,0,0,0,0,0,22,1374366052,442,
9139,POINT,THROWN,297,5137,3644,8916,4902,53,49.127,6.29,49.528,0,0,0,0,0,1371831762,0,0,0,0,0,1,0,0,22,1374366052,442,
9253,POINT,THROWN,298,3525,4967,8018,2843,54,58.409,10.62,59.367,1371831727,1371832190,0,0,0,0,0,0,0,0,0,1,1,1,23,1374366052,442,
9321,CAUGHT,THROWN,299,3281,1324,3994,4755,55,9.269,17.155,19.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1374366052,442,
9324,CAUGHT,THROWN,300,3994,4755,4326,7206,55,4.316,12.255,12.993,0,0,0,0,0,1371832059,0,0,0,0,0,0,0,0,24,1374366052,442,
9333,POINT,THROWN,301,4326,7206,8076,6585,55,48.75,3.105,48.849,0,0,0,0,0,1371832225,0,0,0,0,0,1,0,0,24,1374366052,442,
9419,CAUGHT,THROWN,302,2256,6422,2832,4608,56,7.488,9.07,11.762,1371832190,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,25,1374366052,442,
9427,CAUGHT,THROWN,303,2832,4608,3721,1895,56,11.557,13.565,17.821,1371831727,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,25,1374366052,442,
9435,POINT,THROWN,304,3721,1895,8975,1944,56,68.302,0.245,68.302,1371832190,1371831624,0,0,0,0,0,0,0,0,0,1,1,1,25,1374366052,442,
31,CAUGHT,THROWN,0,7998,4281,7129,3448,0,11.297,4.165,12.04,1371832225,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,0,1374253814,442,
37,CAUGHT,THROWN,1,7129,3448,7686,4706,0,-7.241,6.29,9.591,1371831727,1371832225,0,0,0,0,0,0,0,0,0,0,0,1,0,1374253814,442,
41,DROP,THROWN,2,7686,4706,6699,7778,0,12.831,15.36,20.014,1371832225,1371832190,0,0,0,0,0,0,0,0,1,0,0,1,0,1374253814,442,
52,CAUGHT,THROWN,3,6719,7794,6289,5033,1,-5.59,13.805,14.894,0,0,0,0,0,1371831727,0,0,0,0,0,0,0,0,0,1374253814,442,
57,CAUGHT,THROWN,4,6289,5033,6563,2353,1,3.562,13.4,13.865,0,0,0,0,0,1371832147,0,0,0,0,0,0,0,0,0,1374253814,442,
69,POINT,THROWN,5,6563,2353,7793,2222,1,15.99,0.655,16.003,0,0,0,0,0,1371832225,0,0,0,0,0,1,0,0,0,1374253814,442,
185,CAUGHT,THROWN,6,3564,4935,4092,6895,2,6.864,9.8,11.965,1371831727,1371831547,0,0,0,0,0,0,0,0,0,0,1,1,1,1374253814,442,
189,CAUGHT,THROWN,7,4092,6895,4795,8072,2,9.139,5.885,10.87,1371831547,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,1,1374253814,442,
196,GROUND_CONTACT,THROWN,8,4795,8072,8418,7059,2,47.099,5.065,47.371,1371832190,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1374253814,442,
226,CAUGHT,THROWN,9,7520,7304,6855,2418,3,8.645,24.43,25.914,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,1,1374253814,442,
253,CAUGHT,THROWN,10,6855,2418,5879,1618,3,12.688,4,13.304,0,0,0,0,0,1371831624,0,0,0,0,0,0,1,0,1,1374253814,442,
259,GROUND_CONTACT,THROWN,11,5879,1618,1963,2418,3,50.908,4,51.065,0,0,0,0,0,1371831624,0,0,1,0,0,0,1,0,1,1374253814,442,
317,BLOCK,THROWN,12,2500,2663,3174,5621,4,8.762,14.79,17.191,1371831727,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1374253814,442,
333,CAUGHT,THROWN,13,2529,6111,2813,3807,5,-3.692,11.52,12.097,0,0,0,0,0,1371832225,0,0,0,0,0,0,1,0,1,1374253814,442,
336,POINT,THROWN,14,2813,3807,2139,2141,5,8.762,8.33,12.09,0,0,0,0,0,1371831912,0,0,0,0,0,1,1,0,1,1374253814,442,
415,CAUGHT,THROWN,15,8311,5082,7695,7042,6,8.008,9.8,12.656,1371831912,1371832225,0,0,0,0,0,0,0,0,0,0,0,1,2,1374253814,442,
419,CAUGHT,THROWN,16,7695,7042,6484,8513,6,15.743,7.355,17.376,1371832225,1371831849,0,0,0,0,0,0,0,0,0,0,0,1,2,1374253814,442,
429,CAUGHT,THROWN,17,6484,8513,5938,6340,6,7.098,10.865,12.978,1371831849,1371832103,0,0,0,0,0,0,0,0,0,0,0,1,2,1374253814,442,
432,CAUGHT,THROWN,18,5938,6340,5527,4428,6,5.343,9.56,10.952,1371832103,1371831602,0,0,0,0,0,0,0,0,0,0,0,1,2,1374253814,442,
437,CAUGHT,THROWN,19,5527,4428,4912,1536,6,7.995,14.46,16.523,1371831602,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,2,1374253814,442,
439,CAUGHT,THROWN,20,4912,1536,4209,1552,6,9.139,0.08,9.139,1371831727,1371832225,0,0,0,0,0,0,0,0,0,0,0,1,2,1374253814,442,
459,POINT,THROWN,21,4209,1552,1719,1307,6,32.37,1.225,32.393,1371832225,1371831727,0,0,0,0,0,0,0,0,0,1,0,1,2,1374253814,442,
530,CAUGHT,THROWN,22,8457,3268,7588,4886,7,11.297,8.09,13.895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1374253814,442,
535,CAUGHT,THROWN,23,7588,4886,6699,1797,7,11.557,15.445,19.29,0,0,0,0,0,1371832103,0,0,0,0,0,0,1,0,3,1374253814,442,
549,POINT,THROWN,24,6699,1797,1670,1209,7,65.377,2.94,65.443,0,0,0,0,0,1371831762,0,0,0,0,0,1,1,0,3,1374253814,442,
669,CAUGHT,THROWN,25,7793,6928,6191,7631,8,20.826,3.515,21.121,1371832225,1371832147,0,0,0,0,0,0,0,0,0,0,0,1,4,1374253814,442,
678,CAUGHT,THROWN,26,6191,7631,5322,8154,8,11.297,2.615,11.596,1371832147,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,4,1374253814,442,
681,CAUGHT,THROWN,27,5322,8154,5322,6291,8,0,9.315,9.315,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,0,1,4,1374253814,442,
685,CAUGHT,THROWN,28,5322,6291,5654,7059,8,-4.316,3.84,5.777,1371831624,1371832225,0,0,0,0,0,0,0,0,0,0,0,1,4,1374253814,442,
688,CAUGHT,THROWN,29,5654,7059,5186,4444,8,6.084,13.075,14.421,1371832225,1371832190,0,0,0,0,0,0,0,0,0,0,0,1,4,1374253814,442,
694,POINT,THROWN,30,5186,4444,1494,2059,8,47.996,11.925,49.455,1371832190,1371831912,0,0,0,0,0,0,0,0,0,1,0,1,4,1374253814,442,
763,CAUGHT,THROWN,31,9111,5082,8096,5637,9,13.195,2.775,13.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1374253814,442,
768,CAUGHT,THROWN,32,8096,5637,6699,4902,9,18.161,3.675,18.529,0,0,0,0,0,1371832103,0,0,0,0,0,0,1,0,5,1374253814,442,
772,CAUGHT,THROWN,33,6699,4902,7061,7565,9,-4.706,13.315,14.122,0,0,0,0,0,1371831981,0,0,0,0,0,0,1,0,5,1374253814,442,
776,CAUGHT,THROWN,34,7061,7565,6748,5948,9,4.069,8.085,9.051,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,5,1374253814,442,
783,POINT,THROWN,35,6748,5948,1719,6650,9,65.377,3.51,65.471,0,0,0,0,0,1371832026,0,0,0,0,0,1,1,0,5,1374253814,442,
886,POINT,THROWN,36,7021,5163,1807,3676,10,67.782,7.435,68.189,1371831727,1371831602,0,0,0,0,0,0,0,0,0,1,0,1,6,1374253814,442,
957,CAUGHT,THROWN,37,8232,2320,7510,4592,11,9.386,11.36,14.736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1374253814,442,
965,CAUGHT,THROWN,38,7510,4592,6582,8023,11,12.064,17.155,20.972,0,0,0,0,0,1371832190,0,0,0,0,0,0,1,0,7,1374253814,442,
972,CAUGHT,THROWN,39,6582,8023,6670,5637,11,-1.144,11.93,11.985,0,0,0,0,0,1371832103,0,0,0,0,0,0,1,0,7,1374253814,442,
993,GROUND_CONTACT,THROWN,40,6670,5637,6309,3971,11,4.693,8.33,9.561,0,0,0,0,0,1371832103,0,0,1,0,0,0,1,0,7,1374253814,442,
999,POINT,THROWN,41,6406,3824,8311,2778,12,24.765,5.23,25.311,1371831849,1371832103,0,0,0,0,0,0,0,0,0,1,1,1,7,1374253814,442,
1081,CAUGHT,THROWN,42,1436,2239,1953,4837,13,6.721,12.99,14.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1374253814,442,
1091,CAUGHT,THROWN,43,1953,4837,2949,1634,13,12.948,16.015,20.594,0,0,0,0,0,1371831981,0,0,0,0,0,0,0,0,8,1374253814,442,
1100,CAUGHT,THROWN,44,2949,1634,4375,1634,13,18.538,0,18.538,0,0,0,0,0,1371831547,0,0,0,0,0,0,0,0,8,1374253814,442,
1109,CAUGHT,THROWN,45,4375,1634,4785,2190,13,5.33,2.78,6.011,0,0,0,0,0,1371832225,0,0,0,0,0,0,0,0,8,1374253814,442,
1115,CAUGHT,THROWN,46,4785,2190,4180,2533,13,-7.865,1.715,8.05,0,0,0,0,0,1371831602,0,0,0,0,0,0,0,0,8,1374253814,442,
1122,CAUGHT,THROWN,47,4180,2533,5020,5948,13,10.92,17.075,20.268,0,0,0,0,0,1371831912,0,0,0,0,0,0,0,0,8,1374253814,442,
1132,CAUGHT,THROWN,48,5020,5948,5928,8072,13,11.804,10.62,15.878,0,0,0,0,0,1371831547,0,0,0,0,0,0,0,0,8,1374253814,442,
1149,POINT,THROWN,49,5928,8072,7900,8415,13,25.636,1.715,25.693,0,0,0,0,0,1371831981,0,0,0,0,0,1,0,0,8,1374253814,442,
1250,CAUGHT,THROWN,50,3564,4853,4209,8660,14,8.385,19.035,20.8,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,9,1374253814,442,
1253,CAUGHT,THROWN,51,4209,8660,3613,4853,14,-7.748,19.035,20.551,1371831624,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,9,1374253814,442,
1256,CAUGHT,THROWN,52,3613,4853,4180,2092,14,7.371,13.805,15.65,1371831727,1371832026,0,0,0,0,0,0,0,0,0,0,1,1,9,1374253814,442,
1261,CAUGHT,THROWN,53,4180,2092,5088,1373,14,11.804,3.595,12.339,1371832026,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,9,1374253814,442,
1267,CAUGHT,THROWN,54,5088,1373,4473,2467,14,-7.995,5.47,9.687,1371832190,1371832147,0,0,0,0,0,0,0,0,0,0,1,1,9,1374253814,442,
1280,CAUGHT,THROWN,55,4473,2467,4473,4706,14,0,11.195,11.195,1371832147,1371832059,0,0,0,0,0,0,0,0,0,0,1,1,9,1374253814,442,
1288,BLOCK,THROWN,56,4473,4706,4229,6111,14,-3.172,7.025,7.708,1371832059,0,0,0,0,0,0,1,0,0,0,0,1,1,9,1374253814,442,
1307,CAUGHT,THROWN,57,4678,4951,4414,6242,15,3.432,6.455,7.311,0,0,0,0,0,1371832225,0,0,0,0,0,0,1,0,9,1374253814,442,
1312,CAUGHT,THROWN,58,4414,6242,4141,4788,15,3.549,7.27,8.09,0,0,0,0,0,1371831727,0,0,0,0,0,0,1,0,9,1374253814,442,
1318,CAUGHT,THROWN,59,4141,4788,3564,4853,15,7.501,0.325,7.508,0,0,0,0,0,1371832026,0,0,0,0,0,0,1,0,9,1374253814,442,
1334,POINT,THROWN,60,3564,4853,2324,7124,15,16.12,11.355,19.718,0,0,0,0,0,1371832225,0,0,0,0,0,1,1,0,9,1374253814,442,
1395,CAUGHT,THROWN,61,7891,3758,7461,4837,16,5.59,5.395,7.769,1371832190,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,10,1374253814,442,
1402,CAUGHT,THROWN,62,7461,4837,6523,8137,16,12.194,16.5,20.517,1371831727,1371831547,0,0,0,0,0,0,0,0,0,0,0,1,10,1374253814,442,
1428,BLOCK,THROWN,63,6523,8137,1484,5327,16,65.507,14.05,66.997,1371831547,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1374253814,442,
1454,DROP,THROWN,64,2471,5556,3457,2696,17,12.818,14.3,19.204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1374253814,442,
1470,CAUGHT,THROWN,65,3330,2794,2920,6585,18,5.33,18.955,19.69,1371831727,1371831602,0,0,0,0,0,0,0,0,0,0,0,1,10,1374253814,442,
1472,POINT,THROWN,66,2920,6585,2119,6242,18,10.413,1.715,10.553,1371831602,1371831727,0,0,0,0,0,0,0,0,0,1,0,1,10,1374253814,442,
1560,CAUGHT,THROWN,67,6318,4886,4736,7255,19,20.566,11.845,23.733,0,0,0,0,0,1371831624,0,0,0,0,0,0,1,0,11,1374253814,442,
1568,CAUGHT,THROWN,68,4736,7255,4805,5212,19,-0.897,10.215,10.254,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,11,1374253814,442,
1575,CAUGHT,THROWN,69,4805,5212,5410,4673,19,-7.865,2.695,8.314,0,0,0,0,0,1371831762,0,0,0,0,0,0,1,0,11,1374253814,442,
1582,CAUGHT,THROWN,70,5410,4673,4756,1650,19,8.502,15.115,17.342,0,0,0,0,0,1371831727,0,0,0,0,0,0,1,0,11,1374253814,442,
1587,CAUGHT,THROWN,71,4756,1650,5723,1552,19,-12.571,0.49,12.581,0,0,0,0,0,1371831762,0,0,0,0,0,0,1,0,11,1374253814,442,
1596,POINT,THROWN,72,5723,1552,1924,2320,19,49.387,3.84,49.536,0,0,0,0,0,1371831727,0,0,0,0,0,1,1,0,11,1374253814,442,
1688,CAUGHT,THROWN,73,7842,3333,6855,4526,20,12.831,5.965,14.15,1371831547,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,12,1374253814,442,
1695,CAUGHT,THROWN,74,6855,4526,5674,7614,20,15.353,15.44,21.774,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,0,1,12,1374253814,442,
1723,CAUGHT,THROWN,75,5674,7614,4795,7500,20,11.427,0.57,11.441,1371831624,1371831547,0,0,0,0,0,0,0,0,0,0,0,1,12,1374253814,442,
1727,CAUGHT,THROWN,76,4795,7500,3809,8742,20,12.818,6.21,14.243,1371831547,1371832147,0,0,0,0,0,0,0,0,0,0,0,1,12,1374253814,442,
1736,BLOCK,THROWN,77,3809,8742,4609,6127,20,-10.4,13.075,16.707,1371832147,0,0,0,0,0,0,1,0,0,0,0,0,1,12,1374253814,442,
1753,CAUGHT,THROWN,78,4912,6667,7266,1683,21,30.602,24.92,39.465,0,0,0,0,0,1371831602,0,0,0,0,0,0,0,0,12,1374253814,442,
1826,POINT,THROWN,79,7295,1552,8398,1422,21,14.339,0.65,14.354,0,0,0,0,0,1371832059,0,0,0,0,0,1,0,0,12,1374253814,442,
3413,CAUGHT,THROWN,80,8105,4330,7314,5196,22,10.283,4.33,11.157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1374253814,442,
3422,CAUGHT,THROWN,81,7314,5196,6211,1324,22,14.339,19.36,24.092,0,0,0,0,0,1371831602,0,0,0,0,0,0,1,0,13,1374253814,442,
3436,CAUGHT,THROWN,82,6211,1324,5684,1405,22,6.851,0.405,6.863,0,0,0,0,0,1371831981,0,0,0,0,0,0,1,0,13,1374253814,442,
3443,CAUGHT,THROWN,83,5684,1405,5273,4412,22,5.343,15.035,15.956,0,0,0,0,0,1371832103,0,0,0,0,0,0,1,0,13,1374253814,442,
3449,CAUGHT,THROWN,84,5273,4412,4893,2337,22,4.94,10.375,11.491,0,0,0,0,0,1371832026,0,0,0,0,0,0,1,0,13,1374253814,442,
3456,CAUGHT,THROWN,85,4893,2337,4756,3791,22,1.781,7.27,7.485,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,13,1374253814,442,
3461,CAUGHT,THROWN,86,4756,3791,5078,5605,22,-4.186,9.07,9.989,0,0,0,0,0,1371832103,0,0,0,0,0,0,1,0,13,1374253814,442,
3464,CAUGHT,THROWN,87,5078,5605,5078,7239,22,0,8.17,8.17,0,0,0,0,0,1371832026,0,0,0,0,0,0,1,0,13,1374253814,442,
3468,CAUGHT,THROWN,88,5078,7239,4932,4575,22,1.898,13.32,13.455,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,13,1374253814,442,
3471,CAUGHT,THROWN,89,4932,4575,4590,1814,22,4.446,13.805,14.503,0,0,0,0,0,1371831602,0,0,0,0,0,0,1,0,13,1374253814,442,
